topic,text
u2,U2 - LIVE UNDER A BLOOD RED SKY by U2 was no.14 in the UK album charts on 4 September 1985
u2,U2 - Sunday Bloody Sunday: http://t.co/ZitHx57VZD  This is not a rebel song and it's not against on sunday...it's all about anyday.
u2,U2 Where the streets have no name iNNOCENCE + eXPERIENCE tour Ziggo dome Amsterdam 8 September 2015: http://t.co/Fqs7sMg1bV via
u2,U2 man lets see how they open things in the morning thata when it really counts https://t.co/G71yqr6rpR
u2,U2 will play the 3 Arena on November 23/24/27 &amp; 28 and play Belfast 18 and 19 November #U2ieTour
u2,U2's Bono reveals he may NEVER play guitar again following horrific bike accident http://t.co/9GUmW8HqdV http://t.co/uRaWQoRC3o
u2,U2. Dublin. November. Who's going ? #me
u2,"What's going on Saturday? (U2, Yumi Zouma, Detroit Cobras, Wolf Eyes, Government Issue, Andrew Ja... http://t.co/QXIuWTMqtl"
u2,"in Turin, from 3rd row South i didn't see much of U2 but i can tell you each brand of phones and cameras there were."
u2,"mom: ""So you got U2 on Wednesday night... what time does college start on Thursday?"" me: ""8:30"" mom: [walks out of room laughing maniacally]"
u2,on the 27th day of the *...  @JonesyandAmanda :- 'this' dead...  @RealHughJackman :-Oh know u2....reach 'this' number 1000 ...enter the Club
u2,#KCA #VoteJKT48ID 5SOSListenedTo: Calum listened to (and tweeted about) Sunday Bloody Sunday (Live) by U2!
u2,"#worstroadtripever Only had one cassette in the car, U2's The Unforgettable Fire, which is great until you get a headache the 13th time thru"
u2,"805 pm tonite, 1st time on PTV, I'm on air with U2 &amp; Bruce Springsteen. answering #Sophie's q's about going from doctor to rockstar.Tune in!"
u2,@Arnie883 listened to unforgettable fire last night couldn't stop thinking about us in 8th grade(?) w/our U2 concert banner &amp; your mum :(
u2,@BrandonFlowers you should do something extra special for Chicago on Friday and sing U2's Ultraviolet. It's so perfect when you sing it.
u2,@Dutchelevation Time for the europeans to enjoy U2 sitting on the couch on a friday evening :-)
u2,"@Ibn_M_ All you need to do is catch U2 to Brunel University looool in shaa Allah man, I'm free atm. I start in October"
u2,"@Jam883 Hi Jam! Can you please play Stay by U2? Thanks, happy Friday :)"
u2,"@Jo_Irish1 @tinam74 I know,by then my u2 gigs will b over and Il b in post concert depression so the timing is great but I wish it was a sat"
u2,@Jostreet71 @skydiving04 it was only sleepless from around 6am..early enough!! @bassmanjack may need to drink heavily when they go &amp; see U2!
u2,@Keelime_ @Marlins @Adeiny3 I still remember him from waiting I'm line to see U2 at Sun Life. We had a nice chat about U2!
u2,@SallieAnnG @U2 I went to 2 Zootv gigs at the MCG 1 gig I was 4th row I was so close to U2 I was 25 my voice was gone yelling at U2
u2,@SayyamRaghuv  Hi:)   Thank you so much.  Happy Friday to U2:)
u2,"@ZiggoDome any advise on how to get U2 tickets for the 9th, need two GA?"
u2,"@atu2comSherry My view on Friday, looks like we had the exact seats this weekend, I guess great U2 fans think alike! http://t.co/m4A08kt35Q"
u2,@bethandbono My girlfriend is a prime case. Has gotten big into U2 lately but didnt know the words to Gloria/Party Girl/Electric Co/ October
u2,@chloemansell174 I ran off with U2 at 17 &amp; I think I'm still grounded! Sleeping with Sirens in Feb next yr too! #embarrassingMum
u2,@fi_fitz  hi Fiona tomorrow on key 103 top 10 at 10 please can you play me marry j blige U2 one please thanks Fiona
u2,@kaayoooh @mhealy1972 @U2 @KevinS2U Pic was taken on May 30th of this year. Attended a U2 gig on the same day #surreal
u2,@madfl3a  my first day of work after 2 months  of holidays starts tomorrow. I'm ok as long as i can see u2
u2,"@rbohlender I will hear a U2 when I pass through the pearly gates. too bad I'm not a Sunday school teacher, I'd teach that"
u2,"@restlessmelody Yeah, I'll see U2 either 2 or 4 times.. and Noel will be ~*special*~.. But he he announces the gig before Nov 13 I'll go U2."
u2,@sebroche rocking some U2 at the Saturday Night Special #MinnCon http://t.co/c5j8wJXGou
u2,@sput_nick dang that's rough I can only imagine well wishes hope U2 get some peace going back tomorrow man. Can't imagine how you both feel
u2,@timneufeld great article on U2's use of the Psalms!  It's great to bring some context to those fans who may not be aware of the background.
u2,@watkinsscott U2 brother! All of the men who preach every Sunday deserve a great day of rest afterwards!
u2,"After the exciting news of ""U2"" announcing Irish dates in November, here's an interesting little fact, :)  When U2... http://t.co/l6Z8eSVLez"
u2,"Although sincerely happy for all my fellow U2 fans who met the boys yesterday &amp; who will see them on Fri. &amp; Sat.,I'm just a wee bit jealous"
u2,"Amsterdam, be ready. Saturday, after show, a group of spanish guys will go singing and dancing u2 songs on the street. Camon."
u2,"August 8, Happy Birthday Dave Evans aka the Edge from U2. http://t.co/Nzpfk8yroa http://t.co/FVFSF61MPt https://t.co/mv9kBVzTVB"
u2,Can you write me two tickets to the U2 concert at the garden Friday night? I love U2
u2,Fair warning to my 'non U2 followers' I will be tweeting and RT'ing heavily #U2Request between now and the end of Sep 1st. Mute if you want.
u2,"First hump day of 15/16 brought to by: DMB&amp;Tim, U2 &amp; INXS. Enjoy your Wednesday....learn something"
u2,"First time ever on PTV, @sufisal will be on air with U2 &amp; Bruce Springsteen. 8pm Saturday! @SophiyAnjam @WeekEndWorldPTV @WorldPTV"
u2,HBO announced they received a pair of specials from Bono and U2 that will air in a Documentary in November. Will you watch the U2 Special?
u2,"HOLD ME, THRILL ME, KISS ME, KILL ME by U2 was no.13 in the UK charts on 16 August 1995 https://t.co/XmCsIIkyQ9"
u2,"Hi all, if you are anywhere Los Angeles, and are free on Friday, we need U2 fans for on-camera interviews. See prev tweet"
u2,"I don't really know when I started to be interested with U2's music, but I can say that Original Of The Species was the 1st U2 song I liked."
u2,I loved U2 last album the song sleep like a baby tonight was my favorite  https://t.co/GZZeVIZesh
u2,I woke up with U2 stuck in my brain on repeat.   I'm going back to bed. I'll try again tomorrow.
u2,I'm enjoying 'U2 - Sunday Bloody Sunday' on the Classic Rock channel at @rockradionow http://t.co/CyX2ccdErW
u2,I've been listening to U2's music all day. Looking forward to the show on Friday.
u2,It's that kind of a night that you need to listen to U2 while thinking of everything that you need to accomplish tomorrow.
u2,Jealous of all the people going to see U2 in October :(
u2,"Just makes you smile when you walk out side, the sun is shining and U2's It's a Beautiful Day is playing in the background."
u2,"Morning everybody - weather's great, and I hope you all enjoy this Tuesday.   As U2 would say.... http://t.co/Oue1VI4DgA"
u2,"My Sunday blog is Beautiful Day. http://t.co/FMFchCTLuV Not only will you enjoy U2, but please take the time... http://t.co/ybQP4MPjer"
u2,My mate in Turin has spare ticket for U2 gig tomorrow. I was going but we had a baby this wk! Any #F1 fans in #Monza want it DM me. #genuine
u2,"My turn to be office DJ - U2 on repeat. ""One may come in the name of love.."""
u2,"My wife hates when I watch the sunset listening to U2. But I'm not the only one, staring at the sun."
u2,Nothing like it November...  @rickyaross @martyn_joseph and U2... Christmas is definitely early!
u2,"Nothing like starting your Saturday morning blasting U2's Where the Streets Have No Name, driving as the sun comes up!"
u2,Now playing on #UrbanGold : U2 - Sunday Bloody Sunday  http://t.co/q9six47R1S 80's : Nothing but the best!
u2,October and the trees are stripped bare Of all they wear What do I care? October and kingdoms rise And kingdoms fall But you go on and on U2
u2,"On 15 Aug 2009, U2's 1st UK gig on their current tour broke the attendance record for a Wembley Stadium concert with over 88,000 spectators!"
u2,"On a Monday when I'm waiting for things that are stressing me, 1st song on the radio? I Still Haven't What I'm Looking For by U2. Thanks ar."
u2,"Radio just played U2's ""Bad"". Which rarely happens &amp; is one of my very favorite songs of all time so my day may have just peaked very early."
u2,"Sat what you want about U2, slag them off if you will, but I still think they were a damn fine class of submarine"
u2,Some band nearby playing U2's Sunday Bloody Sunday. That's better than the terrible music my neighbors usually play
u2,"Sunday Bloody Sunday - U2 - Get Wholesome, Before the Shit Hits the Fan. http://t.co/gplMv0n8Vu #music  #wholesome"
u2,Sunday frustrated Sunday! Sung in the manner of U2. Hello Hello! #U2 #yeahyeahyeah
u2,THE UNFORGETTABLE FIRE by U2 was no.12 in the UK album charts on 31 August 1985
u2,The song 'Sunday Bloody Sunday' by U2 has a whole new level of real for me. After visiting the city and memorial sites #history
u2,The sun starting coming out from underneath the clouds and beautiful day by U2 started playing on the radio. Sometimes life just cooperates
u2,"This Friday evening is brought to you by the strains of Eric Clapton. Well played, ipod. Sucking up to me after playing U2 yesterday"
u2,"This morning as I sat on the subway on my way to work, listening to U2's Calirfornia I tuned into and sent love... http://t.co/CBrI3GtAgQ"
u2,"Time for a new Tuesday cover! This is U2's ""with or without you"" with Ralph Koopman!  Really enjoyed his join and... http://t.co/edIIG0eTa3"
u2,"To my U2 followers and everyone else,my Twitter feed is going to be full of #curling tweets until Sunday. #besttimeoftheyear @grandslamcurl"
u2,"Today and tomorrow will be the #U2day. All the day my #periscope will be dedicated about the U2 concert in Turin,... http://t.co/YroRyQetvP"
u2,"U2 - concert in the park.. Long week, chillin' with the family. 10th grade flashback. http://t.co/B50CWfX9W8"
u2,U2 concerts in Ireland at the end of November possibly?! YESSS! Hope I get tickets! Stuff of dreams to see U2 live. Heroes.
u2,"U2 tickets for @SSEBelfastArena on sale on Monday. Will be a tough ticket, &amp; will be concert of the year. http://t.co/mYY8XJO8kD #u2Belfast"
u2,"U2's on hiatus but we're not. We'll be in Atlanta this Thurs/Fri. If you're in the area w/ a U2 tattoo, we'd love to meet up &amp; document you!"
u2,"U2, Foals and Chvrches all in the space of three weeks, roll on October/November!"
u2,Unpopular opinion but I don't get the hate for U2 or NickelBack? They may not be the greatest ever but I like both.
u2,We'll see you this Saturday for Hollywood U2! U2 cover band playing at Sagebrush with NO COVER! Get here early!... http://t.co/cLlBI2VZx2
u2,When the radiostation you work at constantly talks about the U2 gig tonight and YOU DEFO CANT WAIT UNTIL TOMORROW DAMNIT
u2,Who wants to come to U2 with me? And by that I mean buy me a ticket. http://t.co/UkQVFW0aMB
u2,"You'll have a beautiful day - in @yostmj's U2 ride tomorrow, 10:45! #mysteriousways http://t.co/CTElcCH6mL"
u2,i dont care bout 20/20 tour's dvd at this point coz HBO's gonna broadcast U2's show in november and that's all i want
u2,"look, im probably the most powerful and devastating thug that can quote the entirety of U2's October album"
u2,u2 finished USA/School starts soon &amp; for the FIRST time I sat down and played 6 acoustic tunes on Edge's Taylor Bono gave my son AMAZING #u2
u2,#Bono hand delivered pizza to fans waiting in GA line for the U2 concert tomorrow. This band is the definition of awesome. #U2 #U2ieTour
u2,Tim Mahoney performs U2 with a full band tomorrow night at Pioneer Place! This is such an awesome concert.  There... http://t.co/YrIdF0Ncvq
